interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_subunit_index,ligand_subunit_gene,n_ligand_subunits,ligand_is_complex,receptor_subunit_index,receptor_subunit_gene,n_receptor_subunits,receptor_is_complex
WNT1_FZD2_LRP5,WNT,WNT1,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD2+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD3_LRP5,WNT,WNT1,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD3+LRP5),1,WNT1,1,False,1,FZD3,2,True
WNT1_FZD3_LRP5,WNT,WNT1,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD3+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD4_LRP5,WNT,WNT1,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD4+LRP5),1,WNT1,1,False,1,FZD4,2,True
WNT1_FZD4_LRP5,WNT,WNT1,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD4+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD5_LRP5,WNT,WNT1,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD5+LRP5),1,WNT1,1,False,1,FZD5,2,True
WNT1_FZD5_LRP5,WNT,WNT1,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD5+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD6_LRP5,WNT,WNT1,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD6+LRP5),1,WNT1,1,False,1,FZD6,2,True
WNT1_FZD6_LRP5,WNT,WNT1,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD6+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD7_LRP5,WNT,WNT1,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD7+LRP5),1,WNT1,1,False,1,FZD7,2,True
WNT1_FZD7_LRP5,WNT,WNT1,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD7+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD8_LRP5,WNT,WNT1,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD8+LRP5),1,WNT1,1,False,1,FZD8,2,True
WNT1_FZD8_LRP5,WNT,WNT1,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD8+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT1_FZD9_LRP5,WNT,WNT1,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD9+LRP5),1,WNT1,1,False,1,FZD9,2,True
WNT1_FZD9_LRP5,WNT,WNT1,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT1 - (FZD9+LRP5),1,WNT1,1,False,2,LRP5,2,True
WNT10A_FZD1_LRP5,WNT,WNT10A,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD1+LRP5),1,WNT10A,1,False,1,FZD1,2,True
WNT10A_FZD1_LRP5,WNT,WNT10A,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD1+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD10_LRP5,WNT,WNT10A,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD10+LRP5),1,WNT10A,1,False,1,FZD10,2,True
WNT10A_FZD10_LRP5,WNT,WNT10A,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD10+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD2_LRP5,WNT,WNT10A,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD2+LRP5),1,WNT10A,1,False,1,FZD2,2,True
WNT10A_FZD2_LRP5,WNT,WNT10A,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD2+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD3_LRP5,WNT,WNT10A,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD3+LRP5),1,WNT10A,1,False,1,FZD3,2,True
WNT10A_FZD3_LRP5,WNT,WNT10A,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD3+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD4_LRP5,WNT,WNT10A,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD4+LRP5),1,WNT10A,1,False,1,FZD4,2,True
WNT10A_FZD4_LRP5,WNT,WNT10A,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD4+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD5_LRP5,WNT,WNT10A,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD5+LRP5),1,WNT10A,1,False,1,FZD5,2,True
WNT10A_FZD5_LRP5,WNT,WNT10A,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD5+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD6_LRP5,WNT,WNT10A,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD6+LRP5),1,WNT10A,1,False,1,FZD6,2,True
WNT10A_FZD6_LRP5,WNT,WNT10A,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD6+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD7_LRP5,WNT,WNT10A,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD7+LRP5),1,WNT10A,1,False,1,FZD7,2,True
WNT10A_FZD7_LRP5,WNT,WNT10A,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD7+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD8_LRP5,WNT,WNT10A,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD8+LRP5),1,WNT10A,1,False,1,FZD8,2,True
WNT10A_FZD8_LRP5,WNT,WNT10A,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD8+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10A_FZD9_LRP5,WNT,WNT10A,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD9+LRP5),1,WNT10A,1,False,1,FZD9,2,True
WNT10A_FZD9_LRP5,WNT,WNT10A,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10A - (FZD9+LRP5),1,WNT10A,1,False,2,LRP5,2,True
WNT10B_FZD1_LRP5,WNT,WNT10B,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD1+LRP5),1,WNT10B,1,False,1,FZD1,2,True
WNT10B_FZD1_LRP5,WNT,WNT10B,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD1+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD10_LRP5,WNT,WNT10B,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD10+LRP5),1,WNT10B,1,False,1,FZD10,2,True
WNT10B_FZD10_LRP5,WNT,WNT10B,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD10+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD2_LRP5,WNT,WNT10B,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD2+LRP5),1,WNT10B,1,False,1,FZD2,2,True
WNT10B_FZD2_LRP5,WNT,WNT10B,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD2+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD3_LRP5,WNT,WNT10B,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD3+LRP5),1,WNT10B,1,False,1,FZD3,2,True
WNT10B_FZD3_LRP5,WNT,WNT10B,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD3+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD4_LRP5,WNT,WNT10B,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD4+LRP5),1,WNT10B,1,False,1,FZD4,2,True
WNT10B_FZD4_LRP5,WNT,WNT10B,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD4+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD5_LRP5,WNT,WNT10B,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD5+LRP5),1,WNT10B,1,False,1,FZD5,2,True
WNT10B_FZD5_LRP5,WNT,WNT10B,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD5+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD6_LRP5,WNT,WNT10B,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD6+LRP5),1,WNT10B,1,False,1,FZD6,2,True
WNT10B_FZD6_LRP5,WNT,WNT10B,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD6+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD7_LRP5,WNT,WNT10B,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD7+LRP5),1,WNT10B,1,False,1,FZD7,2,True
WNT10B_FZD7_LRP5,WNT,WNT10B,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD7+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD8_LRP5,WNT,WNT10B,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD8+LRP5),1,WNT10B,1,False,1,FZD8,2,True
WNT10B_FZD8_LRP5,WNT,WNT10B,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD8+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT10B_FZD9_LRP5,WNT,WNT10B,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD9+LRP5),1,WNT10B,1,False,1,FZD9,2,True
WNT10B_FZD9_LRP5,WNT,WNT10B,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT10B - (FZD9+LRP5),1,WNT10B,1,False,2,LRP5,2,True
WNT16_FZD1_LRP5,WNT,WNT16,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD1+LRP5),1,WNT16,1,False,1,FZD1,2,True
WNT16_FZD1_LRP5,WNT,WNT16,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD1+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD10_LRP5,WNT,WNT16,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD10+LRP5),1,WNT16,1,False,1,FZD10,2,True
WNT16_FZD10_LRP5,WNT,WNT16,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD10+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD2_LRP5,WNT,WNT16,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD2+LRP5),1,WNT16,1,False,1,FZD2,2,True
WNT16_FZD2_LRP5,WNT,WNT16,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD2+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD3_LRP5,WNT,WNT16,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD3+LRP5),1,WNT16,1,False,1,FZD3,2,True
WNT16_FZD3_LRP5,WNT,WNT16,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD3+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD4_LRP5,WNT,WNT16,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD4+LRP5),1,WNT16,1,False,1,FZD4,2,True
WNT16_FZD4_LRP5,WNT,WNT16,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD4+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD5_LRP5,WNT,WNT16,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD5+LRP5),1,WNT16,1,False,1,FZD5,2,True
WNT16_FZD5_LRP5,WNT,WNT16,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD5+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD6_LRP5,WNT,WNT16,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD6+LRP5),1,WNT16,1,False,1,FZD6,2,True
WNT16_FZD6_LRP5,WNT,WNT16,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD6+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD7_LRP5,WNT,WNT16,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD7+LRP5),1,WNT16,1,False,1,FZD7,2,True
WNT16_FZD7_LRP5,WNT,WNT16,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD7+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD8_LRP5,WNT,WNT16,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD8+LRP5),1,WNT16,1,False,1,FZD8,2,True
WNT16_FZD8_LRP5,WNT,WNT16,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD8+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT16_FZD9_LRP5,WNT,WNT16,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD9+LRP5),1,WNT16,1,False,1,FZD9,2,True
WNT16_FZD9_LRP5,WNT,WNT16,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT16 - (FZD9+LRP5),1,WNT16,1,False,2,LRP5,2,True
WNT2_FZD1_LRP5,WNT,WNT2,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD1+LRP5),1,WNT2,1,False,1,FZD1,2,True
WNT2_FZD1_LRP5,WNT,WNT2,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD1+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD10_LRP5,WNT,WNT2,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD10+LRP5),1,WNT2,1,False,1,FZD10,2,True
WNT2_FZD10_LRP5,WNT,WNT2,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD10+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD2_LRP5,WNT,WNT2,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD2+LRP5),1,WNT2,1,False,1,FZD2,2,True
WNT2_FZD2_LRP5,WNT,WNT2,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD2+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD3_LRP5,WNT,WNT2,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD3+LRP5),1,WNT2,1,False,1,FZD3,2,True
WNT2_FZD3_LRP5,WNT,WNT2,FZD3_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD3+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD4_LRP5,WNT,WNT2,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD4+LRP5),1,WNT2,1,False,1,FZD4,2,True
WNT2_FZD4_LRP5,WNT,WNT2,FZD4_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD4+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD5_LRP5,WNT,WNT2,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD5+LRP5),1,WNT2,1,False,1,FZD5,2,True
WNT2_FZD5_LRP5,WNT,WNT2,FZD5_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD5+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD6_LRP5,WNT,WNT2,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD6+LRP5),1,WNT2,1,False,1,FZD6,2,True
WNT2_FZD6_LRP5,WNT,WNT2,FZD6_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD6+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD7_LRP5,WNT,WNT2,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD7+LRP5),1,WNT2,1,False,1,FZD7,2,True
WNT2_FZD7_LRP5,WNT,WNT2,FZD7_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD7+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD8_LRP5,WNT,WNT2,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD8+LRP5),1,WNT2,1,False,1,FZD8,2,True
WNT2_FZD8_LRP5,WNT,WNT2,FZD8_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD8+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2_FZD9_LRP5,WNT,WNT2,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD9+LRP5),1,WNT2,1,False,1,FZD9,2,True
WNT2_FZD9_LRP5,WNT,WNT2,FZD9_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2 - (FZD9+LRP5),1,WNT2,1,False,2,LRP5,2,True
WNT2B_FZD1_LRP5,WNT,WNT2B,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B - (FZD1+LRP5),1,WNT2B,1,False,1,FZD1,2,True
WNT2B_FZD1_LRP5,WNT,WNT2B,FZD1_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B - (FZD1+LRP5),1,WNT2B,1,False,2,LRP5,2,True
WNT2B_FZD10_LRP5,WNT,WNT2B,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B - (FZD10+LRP5),1,WNT2B,1,False,1,FZD10,2,True
WNT2B_FZD10_LRP5,WNT,WNT2B,FZD10_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B - (FZD10+LRP5),1,WNT2B,1,False,2,LRP5,2,True
WNT2B_FZD2_LRP5,WNT,WNT2B,FZD2_LRP5,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: hsa04310; PMID: 23209147,Secreted Signaling,WNT2B - (FZD2+LRP5),1,WNT2B,1,False,1,FZD2,2,True
