gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
ERCC5,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ERCC6,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ERCC6L,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERCC6L2,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ERCC8,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EREG,"Human disease related genes, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,Growth factor,True,False,True,False,True,extended,False
ERF,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ERFE,"Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Hormone,True,False,False,True,True,extended,False
ERFL,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERG,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ERG28,Predicted membrane proteins,,,False,False,True,False,False,none,False
ERGIC1,"Disease related genes, Human disease related genes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ERGIC2,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ERGIC3,Predicted membrane proteins,,,False,False,True,False,False,none,False
ERH,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERI1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERI2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERI3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH4,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH6,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERICH6B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERLEC1,"Predicted intracellular proteins, Transporters",Intracellular and membrane,No annotated function,False,False,False,True,False,none,False
ERLIN1,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
ERLIN2,"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters",Intracellular and membrane,Other,False,False,False,True,False,none,False
ERMAP,"Blood group antigen proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ERMARD,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ERMN,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERMP1,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ERN1,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ERN2,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Transcription,False,False,True,True,False,none,False
ERO1A,"Plasma proteins, Predicted intracellular proteins, Transporters",Intracellular and membrane,Transport,False,True,False,True,False,none,False
ERO1B,Predicted intracellular proteins,Intracellular and membrane,Transport,False,False,False,True,False,none,False
ERP27,Predicted intracellular proteins,Intracellular and membrane,Other,False,False,False,True,False,none,False
ERP29,"Plasma proteins, Predicted intracellular proteins",Intracellular and membrane,No annotated function,False,True,False,True,False,none,False
ERP44,"Plasma proteins, Predicted intracellular proteins",Intracellular and membrane,Other,False,True,False,True,False,none,False
ERRFI1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERV3-1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERVFRD-1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ERVH48-1,Predicted secreted proteins,Secreted in female reproductive system,No annotated function,True,False,False,False,False,extended,False
ERVK3-1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERVMER34-1,"Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,No annotated function,True,False,True,False,True,extended,False
ERVV-1,Predicted membrane proteins,,,False,False,True,False,False,none,False
ERVV-2,Predicted membrane proteins,,,False,False,True,False,False,none,False
ERVW-1,"Essential proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ESAM,"Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
ESCO1,"Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ESCO2,"Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ESD,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ESF1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ESM1,Predicted secreted proteins,Secreted to blood,Developmental protein,True,False,False,False,True,extended,False
ESPL1,"Enzymes, Essential proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ESPN,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ESPNL,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ESR1,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESR2,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESRP1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ESRP2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ESRRA,"Nuclear receptors, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESRRB,"Disease related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESRRG,"FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESS2,"Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ESX1,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ESYT1,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ESYT2,"Plasma proteins, Predicted membrane proteins, Transporters",,,False,True,True,False,False,none,False
ESYT3,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ETAA1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETDA,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETDB,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETDC,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETF1,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ETFA,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ETFB,"Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ETFBKMT,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETFDH,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ETFRF1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ETHE1,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ETNK1,"Cancer-related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ETNK2,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ETNPPL,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ETS1,"Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins, Transcription factors",,,False,True,False,True,False,none,False
ETS2,"Predicted intracellular proteins, RAS pathway related proteins, Transcription factors",,,False,False,False,True,False,none,False
ETV1,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ETV2,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
ETV3,"Plasma proteins, Predicted intracellular proteins, Transcription factors",,,False,True,False,True,False,none,False
ETV3L,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
