gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,UCEC,UCS,UVM
CYP4F22,0.5513,211.3855,32.6987,6.9626,5.7960,1.3966,5.8350,0.0000,81.5934,0.3726,3.3420,1.5852,0.0000,271.5310,3.1418,5.3731,2.1259,0.5871,2.1747,0.4665,8.3485,0.9565,3.0800,4.2606,1.8491,28.9590,1.4117,2.2706,1.6181,0.0000
DACT3,71.1136,59.8195,94.1416,35.4973,92.5162,48.3826,46.1072,735.9890,38.7065,33.9547,162.7370,23.9781,1089.6950,33.4724,108.5870,86.2517,97.7364,48.9456,206.1385,401.2280,245.3490,57.1241,557.9760,108.3850,86.0283,97.4635,57.3297,59.2137,750.3800,67.9321
DDX11L2,3.3881,16.9047,11.7144,10.4165,15.9931,7.5838,8.5219,24.9378,7.7904,7.5276,11.0645,14.4918,17.9854,10.8914,13.2153,13.7429,16.4732,25.4831,10.2503,11.5295,12.1359,10.7108,19.6232,11.4048,7.2965,21.6535,7.7028,16.3869,23.8458,9.4589
DHDPSL,224.8850,10.4996,6.7282,11.4158,530.8470,7.9180,11.6015,104.3915,13.2168,107.4130,350.3720,1634.1350,164.1660,451.5430,7.7945,27.1827,40.2303,39.4295,53.8902,192.7760,9.1904,11.1952,14.7590,68.3260,5.4066,1.2820,9.4340,27.1270,22.7852,210.6160
DHFRL1,158.0600,154.3070,256.4200,170.1670,186.1985,162.7430,202.4192,250.5445,168.0865,181.2325,240.2320,203.1925,389.0360,173.6770,179.8210,210.4660,191.4550,192.1770,194.8525,238.4360,334.2380,167.8270,187.0910,196.7850,212.0636,103.9075,245.4070,184.4721,127.4280,130.9685
DHRS3,625.6010,2273.6700,835.8460,2774.5800,1653.9300,1479.0336,1416.2909,1441.1250,1366.1500,3394.4450,2765.9400,1529.9400,908.6230,6941.0500,1595.4900,1842.1300,2985.4300,1815.8957,2971.4200,493.6100,3965.3500,1478.0800,1090.2300,273.4620,1506.8321,772.4855,8899.7500,3213.2382,1335.4100,138.5355
DMKN,48.7183,875.5595,263.6790,997.6480,1411.3100,137.5828,622.6560,3.3137,3416.4750,610.4060,210.6060,880.3480,13.2490,9.6081,556.5580,699.0200,974.1930,1077.6888,577.9820,2.0622,113.7210,175.8176,25.0947,804.5220,142.6940,151.0565,1361.2500,1211.8392,739.9950,2405.2050
DNAJB4,487.6870,209.2795,294.8180,283.8610,291.7160,164.5004,450.0543,422.4365,375.8030,252.1525,664.4790,316.2395,424.3040,252.6740,248.6900,411.2770,515.0210,294.9737,351.3595,301.8690,188.2060,157.0863,621.8830,199.0760,279.5838,260.3135,541.5710,182.1370,281.0830,325.8765
DNAJC5B,1.8182,2.9587,8.9062,3.4762,5.8116,6.0354,3.6751,3.7194,2.5472,1.9723,14.5826,14.6976,1.8016,4.8180,31.7094,16.1165,3.7783,5.9726,22.6985,0.7854,2.9714,5.3140,3.2621,1.4914,13.6981,17.2704,4.8028,6.1571,2.6121,0.4419
DPP3,1014.5600,1719.6550,1257.6100,1393.3300,1464.4750,1969.0650,1437.3112,805.7860,1827.8000,1086.4150,621.5920,1255.0450,679.6560,1065.6400,1387.5000,1623.5200,1567.2500,1625.0232,1319.4400,560.6830,1145.3500,1893.5875,807.4070,1192.6300,1566.5160,1059.4250,700.5880,1658.5254,1217.8900,1116.6700
DPY19L2P2,52.1460,5.4092,8.1221,16.1923,6.4691,6.5439,15.4648,99.0619,9.3438,117.3095,146.1020,163.4945,84.1659,4.7450,14.2989,13.4021,39.7147,23.9577,21.2292,88.9306,15.9925,6.7619,46.6392,146.0080,12.9933,79.4433,28.7318,23.3501,51.4323,25.4731
DSCC1,99.4907,190.2115,154.6260,258.9460,85.0380,292.7880,312.1756,175.0200,197.9645,11.9834,57.2446,29.3424,93.7670,87.9002,123.3850,261.2140,109.2740,321.7943,71.9262,26.7786,70.0900,312.5923,150.1650,128.9320,284.1593,551.8760,27.7502,228.4788,386.7190,46.3612
DUS2L,312.1390,412.2685,187.3970,333.1250,210.7930,274.7502,228.1694,231.6690,402.3780,316.1575,177.0890,307.0140,253.8190,253.1400,223.6270,270.2830,223.5330,153.9504,215.0535,161.5630,182.1470,260.5468,218.3020,261.5660,213.9884,459.8950,148.8360,240.0522,238.6730,281.8615
DUSP15,369.8570,8.0830,27.0003,4.2374,7.0886,17.8011,4.4130,187.9900,4.4665,3442.8300,26.0619,197.9915,111.1820,3.7915,6.3810,7.4291,8.2342,28.6599,18.5584,119.6550,16.3822,30.9667,34.4074,90.9894,8.9763,30.6120,49.6108,14.5686,199.6120,108.5395
DYX1C1,52.3535,50.9713,95.3800,45.8634,98.6165,34.1657,41.3915,90.3922,22.7540,18.8951,65.9898,139.8620,68.2798,3.2751,76.5273,34.5145,69.3166,97.7346,53.0063,81.8190,45.7390,30.8183,30.5273,38.4510,59.7639,73.8685,138.0840,151.3896,73.1632,22.1931
EBF4,75.1017,188.6190,293.3790,298.5860,379.3050,58.8983,127.6174,588.5310,132.7855,179.8090,220.0480,333.7360,1121.4250,125.4700,182.1310,191.4590,421.0740,332.4172,267.9315,442.4600,670.2210,55.7810,215.8510,66.1157,122.3166,128.1590,263.0650,186.7622,528.8180,375.9655
ECT2L,6.0685,4.9546,9.8294,5.7538,3.3569,5.1059,7.0793,9.7237,4.1092,7.5330,5.4566,4.8041,16.4689,3.4965,8.9504,8.5404,3.9155,4.7953,4.2005,9.2879,9.6771,5.0348,7.4006,2.7720,6.0196,5.4867,14.8014,11.1821,6.8136,2.7628
EEF1DP3,0.6800,2.4689,1.8741,0.9224,2.6019,1.0560,1.6619,0.3966,2.3929,1.1170,2.0542,1.1172,1.9775,1.4698,2.3278,1.2939,1.8298,1.5602,2.6563,1.5464,1.3899,1.1384,2.3721,2.2644,3.6698,2.3127,1.0461,1.2333,1.2587,1.5969
EGFL6,0.8854,152.6335,49.9212,116.0680,8.6787,53.6365,292.5754,6.1539,195.5245,2.4983,2.1409,0.4793,1.6122,2.8382,269.5520,541.8770,125.3330,697.1582,59.7521,0.8442,3.7305,60.3734,53.0750,17.7282,108.6125,38.7034,9.5159,108.5454,489.0920,0.5234
EIF3B,4237.1300,5418.2050,4147.3400,4712.4000,4479.6850,6153.3150,5300.6482,3896.7200,6817.4300,3166.2450,3577.6000,3904.4450,3207.6850,4895.5000,4518.8700,5900.0800,5585.4800,3991.7031,3759.7500,4185.3400,4843.2200,6472.9195,4514.5900,7568.9500,4603.3063,11991.5000,2716.1500,4293.6525,6739.0200,8206.0850
EIF3M,3417.6100,2896.1400,2520.8600,2733.0100,2534.4900,3552.3562,2766.2379,1901.1950,3084.3300,2252.9550,2355.1800,2053.8500,1609.6150,2574.5000,2122.0300,2781.5400,3710.0500,5091.1392,2553.9100,1760.4600,2738.2700,3517.9350,2522.6100,2496.3600,2956.7397,3526.1850,2291.4300,3151.5000,4230.6000,3717.3700
EIF4E2,1127.1800,1318.6400,1373.5300,1378.4400,1685.3300,1566.0217,1315.7507,1263.0500,1528.6450,719.4245,1434.8400,1619.9000,1177.0650,1820.8200,1513.3200,1341.8600,1731.5300,1525.4882,1430.6100,992.2600,1246.2000,1596.6985,1454.9700,1352.9900,1460.8645,2111.1900,1148.8600,1672.4393,1871.7800,1176.1550
ENPP2,1503.8700,264.1610,402.0170,174.5560,566.8165,234.7373,240.8548,495.3615,222.8970,2071.4400,6208.5000,1018.8900,884.8650,1137.3400,1020.1500,642.8050,413.6040,347.7481,1156.0100,1876.6000,584.6840,246.2414,1695.0400,1113.6100,595.7415,1150.7150,328.2690,499.6012,1111.7100,1258.7900
ENPP3,121.8930,0.8394,15.0730,2.5000,1.4270,144.1507,1.2378,4.1252,1.9945,1.7601,5787.5600,399.8470,6.9895,34.0725,49.5726,4.2718,1.4628,5.3727,3.3843,6.6707,57.5507,100.3637,6.1892,2.4402,3.4973,2.7392,6.2026,43.4102,7.6387,0.9193
EPHX1,28938.9000,1688.6000,2837.8700,2278.1200,2585.2950,831.3813,1193.5761,1932.0350,1296.8600,922.5170,1916.9500,2321.1450,2461.2450,67361.7000,5185.5100,3212.3800,2926.9500,3285.3756,1879.5400,779.9430,3379.9900,754.4438,2058.4600,1528.3100,986.9575,1177.3350,2188.4000,6473.0817,2163.6200,3410.8200
ERCC5,1134.3500,1204.1350,1158.4000,1087.9800,1527.0500,1267.6350,1274.6396,613.8935,943.7465,621.6510,1759.3900,1292.6550,1027.3950,1169.8000,994.9240,743.1100,1260.0500,753.7662,1467.4850,1319.6500,1017.4500,1351.1776,985.6360,899.7360,1435.0020,776.8110,1316.0700,1032.2326,852.8640,923.7720
ESR2,58.7879,16.0420,6.8399,15.3329,10.6767,7.6495,23.3406,10.5900,11.9081,6.9306,9.9469,12.0066,10.4216,2.8285,15.5076,18.8202,9.6294,17.0513,13.3773,8.3472,11.2448,7.2097,8.1508,17.3792,23.2706,37.8062,8.6548,17.7468,10.1133,10.0030
ETV1,746.0090,85.5911,215.2730,66.2835,324.5335,128.5302,190.9190,3898.6300,89.5541,49.9276,177.8280,160.1485,5606.8100,139.3530,607.5850,340.4140,221.6120,161.3981,594.7480,776.1700,151.9700,116.2557,350.5210,910.2400,180.9372,1486.1750,949.3760,142.2890,312.6610,204.8185
EXPH5,34.3535,192.7180,231.0460,289.6000,138.3780,407.2375,521.3697,41.7430,309.2840,1432.0600,195.3130,126.5900,97.0833,66.3107,562.8660,314.1050,70.9338,232.8684,228.0585,28.9362,240.1050,357.2455,20.0134,17.1133,365.5664,64.3712,159.6180,463.3913,98.9352,4.5404
EXTL2,600.6070,316.7125,281.2060,236.3950,304.4085,257.4425,309.9077,844.1815,222.4300,251.6615,344.3160,302.6730,533.6365,230.5220,254.4340,290.0180,541.1760,500.1101,299.0250,484.7340,462.6640,249.7968,543.9660,477.5010,276.8019,432.0815,297.8700,449.5400,667.3350,306.7100
FAM117B,461.9720,400.7040,420.0090,394.3730,695.3720,592.2155,727.8905,231.2175,423.6965,276.6530,404.3950,390.5745,446.5150,126.7750,415.1850,698.2970,226.4150,616.0361,414.1870,285.9450,1126.7200,617.9443,218.3380,212.8010,563.6897,893.9740,380.5740,751.9550,619.0910,241.9420
FAM123A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0322,208.8890,0.0000,0.0000,0.0000,0.0000,997.8050,0.0000,0.0000,0.0000,0.0000,-0.0322,0.4981,17.9718,0.4706,0.0000,0.0000,0.4888,-0.0322,2.9661,0.0000,0.0000,0.8522,26.0023
FAM43B,904.5070,5.9510,14.3103,3.3440,21.8286,1.8071,2.9436,190.5210,6.7789,12.5054,12.1471,11.5982,130.2965,6.0109,5.8495,6.2604,21.6911,6.8718,46.5810,219.8490,14.5943,2.0401,33.1844,5.5092,3.9217,55.0523,13.2399,17.9330,149.4000,5.3786
FAM82A1,333.7960,61.1612,57.0141,61.6074,89.3571,88.8005,58.7648,71.6905,57.7083,57.1292,111.0180,85.7295,57.4663,220.4560,147.8690,79.4627,64.9446,61.7636,115.1020,95.4413,94.9840,96.9489,65.6064,77.0405,73.0709,55.4607,139.1840,53.3041,69.8678,45.4706
FAM96B,1855.2500,1084.9350,489.0260,1068.7400,931.9770,1163.6086,715.5139,1286.5900,893.8995,1389.3750,929.3490,1380.1050,1006.4450,1387.9900,907.3830,851.2460,971.4370,810.7362,938.5740,1322.3300,792.5090,1193.9180,882.3220,1032.6000,906.5511,1164.0850,1129.4900,978.0771,1111.0100,831.7565
FANCA,188.8620,548.3900,202.5920,922.3360,246.1995,644.4255,643.8154,276.9780,422.6160,58.3071,113.8070,166.3580,80.6538,300.8840,337.3490,506.3460,266.8340,356.1581,214.2355,41.5260,39.3589,615.9029,299.9550,366.1870,569.9434,1026.6700,94.2259,460.3235,401.8920,97.4565
FBP1,88.4203,1347.2800,1514.7600,219.4820,652.7565,809.9605,287.7204,179.1910,108.8435,472.0430,706.7840,935.3300,49.2638,4322.1800,1853.6900,385.5950,356.4440,175.3172,1465.8400,46.3012,1953.2200,797.2077,74.1322,73.3696,825.0546,466.3310,906.6870,299.4860,71.3336,65.9552
FCGR3B,3.6996,17.0162,8.3717,15.1926,21.2668,33.4509,15.4809,35.5090,23.5781,15.6953,41.1496,13.8466,8.9933,9.6411,35.7611,35.6412,9.5502,9.2756,32.9909,13.1365,4.7893,28.7010,6.6412,8.1250,39.9325,4.1669,4.6083,14.5228,4.3253,1.1017
FCHO2,537.7110,519.9300,735.5790,635.8330,753.9430,784.5850,919.1685,555.7565,541.5840,949.8990,1505.8700,932.6850,527.4100,551.1440,1096.0100,503.2150,611.5850,470.9507,883.5740,362.9400,682.9530,752.7585,664.5380,306.3460,950.8915,333.8490,1408.1600,661.1528,352.7610,262.3995
FDXACB1,81.8012,81.3027,102.9650,56.2398,66.5502,71.7266,73.2974,139.4285,68.0477,74.8561,74.6160,50.3846,122.4935,76.4144,78.8754,93.5065,68.0491,147.5439,71.4736,98.6372,80.1000,70.6671,66.6864,88.3523,87.9057,73.6735,76.8559,97.0052,88.6678,85.8885
FLJ44054,0.0000,0.0000,0.2289,0.0000,0.4284,0.0000,0.0295,0.8888,0.2883,4.2083,0.2594,0.0000,1.2327,0.0000,0.0000,0.0000,2.7312,1.5891,0.5209,0.0000,0.0000,0.0000,1.1696,0.3887,0.0295,1.5557,0.3065,0.0000,1.6191,0.0000
FMNL3,495.2970,523.1805,948.5540,652.1470,532.6235,482.1597,662.4503,1492.4950,783.8195,903.4650,1930.3700,474.1155,1584.7650,297.6400,830.1060,751.4160,750.3610,1099.5766,1034.8600,747.7360,299.2600,518.0505,1430.3200,1426.6900,828.9370,1453.1600,1427.5000,614.4320,1150.0600,993.2915
FNBP4,818.1820,1138.7600,1152.2500,1172.3100,1217.7700,1047.3600,1657.0968,939.4170,850.3190,682.1140,993.3400,858.5285,1057.7000,682.2710,1137.0100,1197.3600,1233.7700,1234.2224,1234.9250,750.3990,1066.3000,1090.9390,981.8630,906.4280,1338.4709,1487.6300,1249.4500,1280.7640,1078.3400,768.8430
FNIP2,164.9400,193.2515,405.8570,196.8550,406.9855,533.0605,533.2271,403.2575,390.7235,2469.8400,1103.2900,885.1700,590.5250,325.8100,830.6220,346.0000,224.8640,134.6868,667.5100,574.9580,733.8350,513.7105,429.4420,608.2400,653.3290,239.8395,435.4340,234.8866,172.3660,885.2265
FRMD1,0.0000,0.0000,1.3280,0.0000,1.0216,126.3965,1.3274,0.0000,0.3783,0.0000,7.6655,4.8853,0.0000,1.5355,0.2413,0.3573,0.4270,1.7347,0.7903,0.0000,0.6334,149.4115,0.0000,0.0000,3.6730,2.8964,0.0000,0.4515,0.7015,0.5998
FXC1,966.5480,484.6750,843.1420,511.6280,707.6000,1106.6011,606.1807,778.2540,520.6760,1874.9450,659.4680,734.2915,690.5980,714.6090,767.0970,664.9270,669.3740,764.1263,743.7315,950.9280,989.8750,1175.1700,585.2580,927.7750,796.9108,813.0000,972.4600,717.3037,573.2030,1116.8500
FXN,375.7010,189.0445,196.9480,191.3810,172.8965,319.0090,190.2381,219.8475,193.8260,333.2460,148.4200,201.8400,255.0925,351.8840,163.7360,205.7260,192.9630,256.3488,163.3800,280.6620,255.7730,311.3496,199.8390,213.1750,266.7699,494.0550,200.6160,300.7751,273.6290,425.1350
FYCO1,616.3850,916.4655,1367.7800,734.7020,785.1180,862.3485,1044.1816,449.4485,854.9795,3088.7750,940.4500,1376.7400,431.8905,906.2040,1295.8800,676.3430,1003.2600,784.1692,1230.9200,377.7560,1735.4700,882.0150,882.7710,1653.3200,1158.9789,570.5335,1904.7600,810.8747,566.1500,1063.4900
GJD2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1008,0.8922,0.0000,2.0571,0.0000,0.0000,3.6064,0.0000,0.0000,0.0000,0.0000,-0.1008,14.7717,65.1323,0.0000,0.0000,0.0000,0.0000,-0.1008,0.0000,0.0000,0.0000,0.0000,0.0000
GKN1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0955,0.0000,0.0000,0.0000,0.0000,0.0000
GLIS2,1746.6000,388.0100,754.4860,542.0030,1190.9000,266.6635,350.3044,787.0815,498.9525,2219.7400,1485.4700,4082.1700,1134.9500,260.9460,844.6420,525.2590,3812.9100,1191.7055,1509.9500,595.0570,346.6860,288.1352,1260.5700,336.3000,527.5145,899.0250,1070.9400,642.3092,1673.3800,168.7125
GLS2,27.7521,78.7278,58.3845,164.5830,46.6512,108.6721,76.8237,16.9832,40.1719,140.5335,28.3327,181.9780,32.4787,436.0290,100.8620,119.2400,31.9319,98.1287,50.5473,473.7110,85.9978,91.2635,7.3307,6.1806,67.1203,63.4686,254.5030,47.2650,24.2718,8.0192
GLYAT,0.0000,0.0000,0.9682,0.0000,1.2996,0.0000,0.1296,0.0000,0.0000,1.2178,1154.5800,2398.7050,0.0000,976.9490,0.0000,0.0000,0.0000,0.1296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1296,0.0000,0.0000,0.0000,0.0000,0.0000
GM2A,2746.2800,2904.3150,2135.9400,4449.9700,1307.0750,1358.9136,2561.8574,2142.6150,6208.8100,1151.7450,2574.2000,2262.8650,2485.3850,1935.8200,2486.7300,4284.9300,1900.7100,1483.0331,1880.7700,1128.1200,1881.1100,1244.5208,1660.9500,3882.5000,1821.1179,2475.7650,1134.5300,1440.8037,1465.2100,2720.8350
GNAI1,1215.0600,642.4585,190.7630,904.0730,262.3855,212.4785,738.4482,471.1645,1358.5200,579.0755,902.4380,1266.5500,1240.3650,706.9740,445.2740,869.5150,769.7410,371.1841,583.0810,727.2220,766.7480,185.4495,582.0920,463.2450,302.0618,304.4320,324.0550,396.3823,669.5520,531.4990
GNG2,170.3910,136.2490,315.8260,132.8940,168.3525,185.2380,223.4611,1737.3200,211.2115,136.0775,639.5180,161.0475,2098.4850,143.6610,332.4900,218.9930,425.1150,158.1981,448.4625,2379.0800,172.3870,183.3109,831.2400,1529.1500,352.8852,604.3025,187.0030,155.6664,549.8110,82.2355
GOLGA8E,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4114,0.0000,0.0000,0.0000,0.0000,0.0000
GOLIM4,262.4240,458.6960,701.5410,640.9610,632.3200,2022.7862,1284.1996,1671.9150,1031.3850,1607.3650,1340.2700,643.2475,2726.1950,893.0310,739.1640,1567.7100,981.4480,548.0613,890.8390,629.1220,559.9460,2202.9400,1192.3000,527.9130,1467.6367,653.8385,621.7310,735.5710,850.5840,184.9705
GPBP1,2849.4600,1620.5350,2348.6600,1990.8500,2023.3350,1531.6759,1842.5813,1949.8150,1513.3150,1771.2600,2041.7000,1608.7050,2346.6900,1640.5900,1718.4900,1451.1700,2065.7200,1819.0940,1794.5350,2123.7300,1976.6700,1515.0897,2019.4700,1404.5500,1707.5033,1964.4050,2142.4100,1982.1923,2315.5800,1244.3050
GPR148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.5813,0.8375,0.0000,0.0000,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000
GPR17,1.5492,1.7275,2.5253,1.5758,11.2427,3.6143,5.2668,136.8965,1.7575,2.7696,11.6887,5.1369,1219.6200,5.2140,4.6476,2.3022,5.1723,7.1012,10.5136,23.1214,7.2131,4.3603,4.5699,2.5654,5.3328,4.5403,4.1307,2.8655,4.5966,2.5810
GPS2,1278.1900,1031.2300,744.1790,1097.3300,1103.3450,729.1505,771.8761,1033.3850,922.0555,838.1715,916.3410,1534.2900,1028.5300,999.7080,824.4580,778.6990,1210.8700,794.7333,846.9660,1088.6100,841.8510,726.3795,1040.7400,1363.3700,853.0675,1443.6950,1119.5500,1061.8769,1197.8300,1858.6250
GPT,40.8270,14.1204,34.9891,24.4313,209.7450,96.3111,22.9334,37.8654,16.6699,85.9930,215.9030,167.5745,92.6377,1993.5000,19.3926,14.6536,11.9138,125.7485,69.3649,15.5380,24.2353,83.5880,5.9910,9.8405,65.8318,4.4591,34.6850,36.3282,23.8243,20.0388
GRID2IP,3.3473,14.7392,12.7029,5.3609,25.3696,15.7795,10.0071,8.3571,4.2667,6.6376,3.5924,10.3713,22.4860,0.5692,25.3533,10.1138,2.5974,16.1144,24.7662,2.9188,31.1613,16.2527,1.2798,1.0339,12.5594,18.3407,20.6394,8.6246,10.8965,2.1613
GRIP2,2.1597,3.7571,5.0815,4.5721,8.2077,8.0633,6.1139,5.3642,18.1356,24.7820,10.0503,3.5267,20.2688,1.2484,3.9627,5.3170,39.1019,4.0395,7.4455,21.9974,3.8816,8.6685,7.4813,2.6098,7.6647,34.8263,4.6235,4.5008,5.0083,1.4112
GRWD1,932.7320,1066.2850,870.9510,1069.9400,976.4195,1029.3250,766.0146,693.4345,1232.8600,804.1955,655.7960,748.0050,436.8555,991.5310,754.0020,969.1670,976.7210,779.0681,864.2045,582.2260,852.8940,1012.0250,942.7430,1362.1300,778.3472,1352.1800,757.8470,1028.1151,1299.9000,1651.9850
GSTK1,4349.2200,2959.1250,2198.6300,2232.7300,2887.9550,3568.8950,1394.4185,2101.8000,1721.7400,7112.3200,3235.8400,6069.0500,892.1045,7031.2200,1891.3200,1526.7600,2380.9000,3007.1262,2823.9900,1545.9600,1719.4600,3577.4155,1669.0700,3330.3600,2547.1838,992.4875,2255.7000,2946.1840,1498.1400,3319.3450
GTF3C5,1483.2600,1704.3700,1077.0500,1893.1400,957.5205,1305.1950,1141.9662,1170.7200,1544.2950,1364.3050,852.3700,1115.5900,1380.5600,1153.5100,951.8430,1378.5400,1155.5900,1384.0961,1052.1150,1067.4500,1182.0700,1372.7100,1266.7200,1366.6800,1208.1949,1774.7850,934.0080,2113.3663,1704.6600,1964.6650
GUSBL1,12.3606,18.5255,43.3450,24.2954,49.2019,14.2900,26.2645,5.9146,14.8446,17.6982,22.4632,16.9812,32.9085,19.6388,26.1022,23.6318,14.3781,24.8478,20.9652,22.2656,32.7959,13.9688,18.1818,17.5458,23.0390,22.9550,21.8703,16.3241,20.6406,20.6422
HACL1,237.7230,340.0520,343.7530,270.6170,246.8065,377.2165,305.9463,353.7270,212.5415,535.3120,251.4590,393.9805,319.8490,894.5360,262.2520,293.5070,258.8260,353.0631,295.5745,300.8950,501.1320,416.8540,277.6410,374.0010,358.3387,691.9420,425.0840,283.2904,247.2950,219.5595
HCCS,754.8420,526.2595,437.4370,664.5990,480.3595,733.5772,585.3894,416.1175,644.1815,1694.9200,429.3970,481.5530,256.0770,534.2540,451.1130,543.9190,401.4830,569.3527,459.5365,516.6300,345.1050,734.3604,492.5250,479.2580,671.3772,518.6400,344.1480,381.0342,450.3260,451.9620
HELLS,76.1965,225.6700,155.8000,418.8640,94.8105,242.9986,422.3842,69.9272,226.0470,20.6390,54.4294,46.2612,25.3684,53.0108,106.9210,286.8380,100.5970,150.3488,88.7935,45.0916,32.2075,236.2792,126.1360,102.6040,310.6165,1328.7700,47.7546,222.8530,250.8090,32.8110
HEY2,41.2242,30.8403,96.7581,43.5525,51.8182,28.4248,42.3495,254.4790,71.6550,44.0422,255.1830,145.7975,536.9490,111.1770,33.6134,50.5124,24.2194,403.0643,64.6578,78.8330,68.2002,30.2696,140.8530,94.6077,50.9938,128.7380,407.7340,280.9082,203.0870,20.3353
HIC1,94.3224,110.6415,130.1900,74.9543,115.1250,114.9450,78.8993,89.3646,108.0870,97.6540,189.1280,51.5408,35.2934,87.4372,139.0820,109.2710,408.0950,59.0794,369.6060,197.6540,137.2580,124.6125,612.2010,69.7846,150.4673,207.1555,91.0104,103.5380,329.4250,55.2059
HIST1H2BH,4.4366,22.1571,13.3194,21.9966,0.7248,9.1139,11.4388,5.6863,17.7263,1.3196,1.5015,1.2721,0.0000,0.6431,2.3566,22.2222,2.9520,11.0815,1.6102,0.7906,1.7876,11.3624,3.6049,4.8350,7.8187,32.2354,3.8660,34.6150,18.0856,2.7653
HIST1H2BL,1.3223,2.1136,1.6639,3.4762,0.5109,1.6572,0.4716,0.6057,2.4013,0.5036,1.0925,0.3862,0.3787,0.7837,1.3329,2.2859,0.9099,0.4418,0.7761,1.2143,3.0900,1.7781,1.0256,2.5800,0.6807,3.3842,0.2592,2.3217,3.4190,2.1429
HIVEP2,415.7050,879.7580,736.0830,806.6990,654.1290,508.8515,1339.7074,627.1475,1303.7700,634.1075,1191.1500,801.2640,1036.8550,320.9570,890.0300,1006.7000,722.0900,1062.5359,1129.7800,898.8820,718.1750,520.8396,1044.0000,546.3610,914.9066,245.3435,944.4440,930.3106,533.7640,446.3915
HLA-DPB2,0.8022,4.3475,5.7389,4.1876,2.7675,2.0127,1.4675,3.1684,4.1530,2.2569,12.8046,6.4511,1.2392,1.4329,11.8426,5.8062,6.7284,4.6801,9.5571,2.7824,3.5304,1.5819,3.9785,2.0212,4.7758,49.0667,2.3753,4.2946,3.3041,1.2153
HMGXB3,1942.1100,1060.2700,1280.5200,961.7420,1281.8050,1157.5919,1212.8156,1269.3850,1158.9500,1699.9250,1433.3500,1294.9450,990.1780,950.3280,1164.5400,1102.0700,1402.0600,1014.3098,1410.0100,1773.5100,2289.5400,1161.2250,1327.9700,1889.4200,1128.4936,1226.7750,1193.4100,1576.5886,1487.5300,3745.2350
HOXA9,138.3930,80.1660,26.1162,405.9830,2.0895,787.2716,52.4351,10.1011,9.8083,534.4690,327.1290,920.4100,0.3479,1.4538,4.5780,13.5653,8.3290,7.9947,9.4822,12.6129,517.8390,673.4337,160.7170,12.3552,25.9219,9.3843,0.9653,135.5594,379.2200,0.0000
HOXB7,480.4340,557.4635,129.8970,556.5220,18.4404,702.4085,289.8808,72.1784,196.7590,557.3080,338.6080,685.9105,6.6203,16.1218,141.0050,296.3540,256.3440,365.5088,320.6165,658.1230,24.3763,629.4670,303.3280,525.6720,377.1931,86.8537,9.0153,1089.6798,417.6030,3.3567
HRASLS5,0.8795,3.8339,84.8754,1.6343,2.1094,2.8590,7.4062,72.8246,1.8941,137.3050,8.7064,33.6506,36.0725,0.8065,11.7955,4.1110,243.0520,18.6297,28.3839,2.4701,11.8379,2.4580,57.3342,2.2738,27.0204,78.2585,5.1939,9.5182,27.5678,2.8972
HSD17B7,532.5900,290.7905,346.3830,280.7010,236.4405,351.6696,260.8898,206.8355,188.8325,136.7130,276.4330,186.5305,162.2420,648.1050,329.0680,293.0190,220.1350,246.8619,229.8875,264.5580,193.5680,348.8322,130.2350,221.8330,248.8324,172.6345,244.1470,271.7881,203.7010,131.0560
HTR1F,2.3888,2.8222,6.3780,1.4168,1.3843,1.7455,2.2852,5.7574,1.7574,2.9074,28.8002,0.9413,3.6946,0.4337,4.0020,2.3938,5.7401,5.8473,4.5163,4.5154,1.6953,1.8503,3.9858,1.2987,2.9915,1.1648,8.0721,3.5091,3.8573,0.0000
HUWE1,4257.2400,5241.6800,7170.0100,5508.5300,5130.7250,5500.2374,7882.7001,3831.7350,6376.2000,6240.3450,5289.4200,4342.2450,6894.5300,3570.6800,5971.3000,6091.3400,5515.8500,5770.4561,5028.6050,7027.9900,5435.3600,6039.6337,5630.8200,6056.1200,6351.7788,11559.1500,5201.0600,4829.2468,5177.0800,7007.5900
