gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,UCEC,UCS,UVM
WNT7B,0.5461,1476.7050,350.6710,1006.2300,691.5135,8.0368,554.0465,50.1634,1779.1800,1.3286,2.9663,44.1188,416.4755,1.5349,672.2360,1542.6000,189.2530,100.3855,449.4710,0.5618,470.6380,6.6570,2.7503,10.1680,30.4500,13.6911,73.4694,74.0295,49.6134,0.5692
WNT8A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3298,0.0000,0.0000,0.0000,0.0000,0.3520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6854,0.0000,0.0000,0.0000,0.0000
WNT8B,0.7746,1.3691,1.0589,0.6132,1.0486,1.6842,1.0323,0.4465,0.3420,0.4475,0.5831,0.3611,0.9342,0.0000,1.7503,1.0897,0.4943,2.5558,0.7232,6.0664,6.8190,2.0424,0.0000,0.3179,1.3781,2.5115,0.3399,1.4528,1.2392,0.5476
WNT9A,5.0297,11.9615,21.7729,32.2019,30.1351,3.5423,25.0539,1.9223,58.2671,19.0099,5.0580,4.8707,3.3712,0.2633,21.7185,32.0513,64.9734,28.7693,14.1282,1.4931,13.0431,3.9971,12.9918,1.4855,10.4675,32.0729,10.1079,10.5428,14.9813,0.5585
WNT9B,0.0000,0.4979,2.0030,0.2901,1.5930,0.4759,1.0138,5.4538,1.0090,1.9347,5.5665,0.7868,11.1435,0.8967,1.5224,0.8508,0.7959,0.4891,2.8125,2.1395,1.8815,0.5869,1.2097,0.4515,1.6670,3.7657,3.2908,0.7109,0.5021,0.4108
XCL1,0.9187,29.0216,6.2325,15.8247,6.5329,2.2385,17.5889,1.3638,19.0951,2.5642,17.2513,3.7224,0.3917,7.5141,11.4783,34.8221,19.3920,14.9058,5.6374,1.3239,3.4347,2.7202,8.2152,4.3497,7.8986,40.0536,4.9698,11.7340,20.5869,0.8727
XCL2,0.9634,7.5433,6.7283,16.0754,7.2400,2.6948,3.5089,1.4313,8.1098,3.1011,18.9691,4.3103,0.3185,10.4644,11.3673,12.0060,22.6700,11.3955,7.0582,1.5692,4.2846,2.5693,8.9733,4.9104,9.4699,28.5660,5.0480,9.6776,6.0949,1.3847
XCR1,0.0000,1.2492,1.6493,0.6735,0.0000,0.8593,2.7230,0.0000,3.5984,0.7335,3.5383,0.6067,0.0000,0.0000,3.3589,3.7187,1.1503,1.2885,2.0124,0.0000,0.7249,0.9390,0.8356,0.6475,4.9790,2.6193,0.4137,0.0000,0.0000,0.0000
YWHAZ,12479.4000,23721.3500,20407.3000,22957.5000,16979.4000,25904.1716,29823.9436,10382.0000,34739.4500,10286.9500,12697.8000,10792.7000,8652.2900,8524.0000,20949.2000,28856.3000,13798.9000,22897.4405,18783.8000,14081.6000,12552.4000,25755.1013,11129.9000,17772.8000,25099.5708,16395.4500,12784.0000,18105.6491,19272.2000,13877.1500
ZNRF3,561.1020,284.4170,327.3440,261.4540,378.7650,1022.6100,401.9571,438.8335,369.8925,1512.9250,567.0420,705.1720,797.4985,470.2580,404.9950,522.8140,213.3650,442.0716,315.0295,282.8550,662.6510,1159.5779,265.1830,229.0580,355.2372,805.1695,568.3550,694.2685,507.4550,149.0190
AAGAB,1050.9100,1219.8100,1614.2900,1267.5600,1075.0600,1188.4750,1361.6112,939.7920,1299.8400,1516.2000,576.6870,1062.6500,621.9070,749.1560,988.5310,1301.7600,1366.5800,1153.2248,1060.4300,1235.5700,1080.6491,1133.0678,869.7940,993.5370,1248.6525,1203.0300,971.2010,1098.8320,957.8780,668.1370
ABAT,1477.6500,394.6000,942.7000,151.9080,430.6185,400.8327,246.4656,5036.2050,157.9930,256.1290,363.4860,1048.7600,10493.6500,6418.4400,278.8940,173.8520,200.7790,391.3171,533.7160,4861.7700,2113.7000,477.9179,135.2150,81.9758,353.6705,181.8235,2094.7400,143.9591,320.9880,134.6985
ACPP,117.5910,60.3856,23.9208,153.0220,7.6663,93.2342,245.2325,21.8443,159.6725,78.8094,10.3098,6.6733,3.9848,1.6391,122.6960,188.5210,18.7757,172.2673,78.6753,1.2579,81104.5000,79.1001,8.7886,19.1130,116.2739,64.4956,87.6402,54.3012,32.7471,0.7124
ACSF2,1634.9600,1201.1650,746.4070,586.2410,401.5755,493.1650,228.1358,328.0385,267.5135,284.1410,200.7680,496.6750,267.4195,1480.9600,842.1870,368.8600,483.6810,710.8198,510.5470,37.9434,214.2620,572.6024,387.3290,299.3510,340.5947,602.4225,1081.2900,494.2374,916.4820,357.4830
ADNP,1817.2400,2301.5450,3463.3000,2355.7200,2156.9000,2393.4704,3295.4536,2210.8900,2205.8200,2220.7550,2000.8500,1619.8900,2281.2650,1234.9000,2003.6700,2663.6600,2391.1600,3241.0746,1815.6050,1856.1800,2425.8700,2860.8160,1991.5300,2360.0400,2652.2655,3315.4650,2109.1400,2134.2382,3374.2500,2365.1650
ADPRHL1,23.8988,44.2668,113.6880,48.4619,44.6909,69.1972,48.0531,32.2752,50.2506,32.6374,8.4342,10.9422,44.6655,43.9024,83.4400,42.1159,87.6727,103.6379,64.1753,82.4893,131.5690,67.8089,40.0216,10.7933,56.6200,29.2215,6.1295,98.7677,70.2028,23.9441
AGXT2L2,464.6730,360.4645,327.5230,399.3120,732.5005,416.8734,334.9781,500.6165,270.3900,459.1070,1127.0900,755.1285,351.6805,750.5510,491.1770,330.0650,768.7050,459.4759,556.3975,292.1450,563.0220,409.4340,433.7070,277.9340,410.0786,280.6815,581.4410,353.7390,359.3000,351.3155
ALKBH1,313.3030,217.4425,257.9200,241.6940,171.1440,213.9890,221.7213,255.5945,247.2745,292.9215,234.2580,205.5685,213.1740,195.1640,225.4260,236.8300,176.9420,253.3117,231.8085,235.3720,237.1280,215.9339,248.5160,249.1170,223.4648,533.4130,250.1260,214.8050,249.8870,235.8175
ALPK2,0.7723,29.6593,34.5500,15.0150,55.4930,24.5761,35.3953,21.7898,66.6797,1.7444,2276.3400,655.1145,3.5279,165.8600,23.1918,40.8788,62.2294,24.4372,85.1210,1.2145,8.0029,21.5052,72.1063,17.1133,48.2561,17.1392,1.8321,8.4213,74.8473,1.1351
ANKRD13A,1107.5300,1125.6250,1009.5700,1183.9300,913.9845,840.3747,1141.7777,867.1330,1156.6950,2594.8150,2063.5500,1850.7100,1022.4250,870.7410,1459.5100,1037.0500,965.5170,967.2012,1093.7950,494.1570,980.6760,799.5830,1159.4700,1127.0100,1067.3344,1073.9250,1986.0600,809.5052,730.5480,1098.5450
APEX2,839.8170,1093.0700,728.9630,1136.8300,733.2705,910.3469,706.1523,447.1755,987.2540,700.4380,465.8740,614.9480,314.0275,642.3220,656.5390,985.5370,618.9020,829.1157,677.6105,436.5270,520.9890,1021.6850,756.3450,815.8010,658.8065,1147.0600,438.9030,907.8489,869.2680,718.9110
APOLD1,735.4040,371.1710,482.7700,190.9570,521.5285,438.3723,407.4093,1105.0100,268.5890,958.6495,4537.7600,186.8470,1623.5600,550.3030,333.6580,283.2970,303.3690,279.3896,729.7175,1569.8400,614.1660,451.2610,979.9760,357.4000,557.0924,117.6095,1618.5000,149.2560,304.2480,118.2765
ARL5A,655.2600,626.4225,850.6280,654.6530,753.8735,1022.3069,1229.8290,1122.8450,854.5760,1150.3650,1137.9900,729.3050,916.8645,673.7520,1075.6400,1040.2200,925.2530,965.3733,693.6880,655.8170,997.0330,1080.6870,721.3250,562.6400,1117.7006,996.3975,921.1060,802.7149,789.4090,359.6755
ARL8B,2161.8200,2417.7200,2579.0800,2211.9100,1077.5650,1554.0750,2320.1890,2776.7150,2625.4250,2992.6600,1457.4700,2019.7050,2551.7300,1599.2000,2101.1000,2484.9500,1931.5700,1759.9013,1890.1350,2753.9600,1863.9200,1618.8095,2128.9900,1987.3800,1849.9258,1892.5950,2837.7100,1763.5519,1524.6300,1181.3150
ARMCX6,432.7030,244.3605,235.5680,207.4610,227.1720,142.8629,97.0489,252.2320,101.1440,295.4440,212.6690,180.2195,266.0755,56.3075,190.4560,231.8130,193.2420,303.6107,226.4630,205.2780,274.3048,161.4121,212.9290,236.4270,109.4689,113.9205,412.1230,286.1339,286.0110,379.1135
ARNTL2,3.4550,198.4590,49.4457,346.0540,140.3660,156.9841,676.5040,100.9885,811.4700,6.9011,37.3486,33.4068,27.0467,56.8215,137.8770,549.8080,57.3134,82.5298,202.1860,46.3372,9.8707,135.5808,86.2391,25.6550,366.7859,173.4150,17.8511,69.1468,39.0183,0.0000
ASB18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5665,0.0000,0.0000,0.0000,0.0000,0.0000
ASPHD2,21.7096,133.9705,82.8729,151.0010,91.2424,166.2014,131.5669,223.6485,174.6675,653.6405,72.2357,44.5810,173.2745,19.1348,109.1120,135.7200,77.3731,66.4900,321.5630,297.4810,81.5138,142.2898,106.2250,120.1920,201.2621,231.4605,78.5939,135.5129,139.6000,93.2780
AURKA,319.7910,680.6385,408.3820,858.2320,238.5335,1060.3750,810.1925,303.8660,700.8075,254.1270,99.6226,114.4600,55.5058,428.7040,382.1140,701.9280,264.1340,774.9023,212.2220,80.8421,61.1175,1150.2065,433.2510,579.1490,876.6537,975.0035,42.0406,491.2290,878.9910,163.0500
BLCAP,2856.6300,3776.5400,1543.4300,3009.3400,1374.4150,1856.0350,2007.0283,1934.1800,3218.6600,4713.6200,1209.2600,1986.4200,2531.3400,1882.8000,1313.2400,2409.5100,1481.9800,1966.3398,1807.5150,2064.1900,1981.7700,2243.4646,1598.0100,1782.0100,1526.9537,1592.9200,1823.3200,1491.6978,2448.2500,2449.0350
BTG2,1016.9300,4148.3600,3758.9700,2118.1700,1399.0300,2626.0303,1926.6608,2204.0400,2089.5000,1289.0300,2176.2600,2136.7950,2884.7650,672.9480,2668.3800,2617.5400,2116.3100,2383.8469,2378.0750,4092.4300,4674.5300,2690.4173,1226.1900,517.4000,2574.3227,1008.0550,5226.3300,2719.6508,1787.1700,421.6375
C10orf25,22.4299,37.1560,36.8261,29.9936,65.6565,30.4702,42.0695,81.1776,23.4847,45.9585,119.6360,71.5771,105.6265,98.8643,46.6388,37.1494,54.4070,128.1014,60.9062,56.6702,46.4532,26.9965,91.4742,31.7788,59.0842,58.3622,51.5785,39.3728,141.6770,67.4883
C10orf41,273.0580,66.5506,17.5154,95.6128,47.8959,45.3931,38.9193,58.2493,93.6604,230.8675,43.8528,110.8820,31.5519,74.2668,55.6745,101.1630,133.5210,443.1151,49.8185,34.2108,126.2750,49.5395,50.0096,80.7654,31.7655,15.9008,82.7764,155.2780,174.7960,112.4555
C11orf68,932.7100,784.2320,774.0110,628.6440,952.1590,637.7465,395.2648,1106.1600,803.0845,1206.7750,829.8280,1037.5300,1280.2050,824.2850,708.3430,717.2390,1187.1200,924.4697,941.2175,765.6940,1131.0500,659.0075,1362.9200,1037.4500,484.3577,644.1710,1173.6100,769.2356,1061.8800,1462.6650
C11orf87,0.8795,0.4304,0.3659,0.3137,0.0000,0.3932,1.1730,52.9681,2.8287,1.0919,0.3646,0.0000,53.9894,0.0000,0.5357,3.5907,28.6585,0.3973,2.2412,61.6150,0.3230,0.7504,10.1196,0.4589,0.1908,0.8091,0.0000,1.6958,19.8102,0.3887
C12orf11,834.0270,551.8430,553.9190,607.6490,585.4550,742.8025,841.2654,456.5380,752.5635,460.0715,582.1920,445.5040,426.1620,392.7580,451.1410,814.8660,670.2920,826.2745,431.4295,341.0660,401.7628,756.9227,564.3130,705.7100,651.0719,1573.7550,363.4470,632.9490,800.5960,514.6280
C14orf177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
C16orf46,35.8255,36.9719,55.7349,26.7217,37.2926,32.2819,27.4391,68.2782,24.7523,33.9969,38.5757,71.6358,75.3975,27.3432,41.2963,31.2262,43.1870,46.9034,41.4121,40.4460,78.1603,29.8792,24.1299,32.3197,28.8904,34.1202,117.5240,62.1764,47.5098,31.4961
C17orf103,280.4030,239.9635,295.5860,181.7440,380.3720,208.2657,210.5608,330.9435,284.1950,551.7975,529.8010,725.4810,358.5640,289.1880,295.4420,220.8900,365.7320,273.0870,341.6870,247.8090,546.0300,218.1876,492.0990,548.8360,220.3294,1157.6350,705.8680,354.4684,365.9730,973.1210
C17orf106,380.9720,509.5990,235.6960,378.2290,461.9490,409.1050,260.8308,260.0800,384.0585,310.7560,309.0250,396.7350,162.5600,535.4590,355.9700,406.6210,300.1930,409.3574,372.2985,375.1970,488.5250,376.9565,270.4060,421.8890,288.8543,319.5695,313.1210,407.4700,386.4790,592.7600
C1D,230.5170,259.2050,188.5850,288.3350,254.4780,228.9535,303.2483,171.7895,217.9815,222.0700,240.7150,218.5985,199.4050,300.9710,266.3470,313.0280,235.2940,365.8062,247.7720,333.8150,257.8210,234.3970,228.1650,170.2130,273.0461,147.4850,295.4980,285.7369,266.7880,123.0485
C1orf92,0.4698,0.0000,0.3399,0.4110,0.5096,0.0000,0.0000,0.8524,0.4324,0.3473,1.3008,0.0000,0.3675,0.0000,1.7143,0.8278,0.4872,172.8650,0.5131,13.5593,0.4073,0.0000,0.9527,0.0000,0.0000,1.5904,0.0000,11.4065,5.3239,0.0000
C1orf95,2.1601,2.4253,11.9725,1.1543,2.9062,4.1488,4.7154,103.5480,3.1075,201.3000,32.7122,12.4823,391.2345,4.1775,6.8796,2.9063,2.9520,9.1458,8.7920,10.1996,57.3412,4.8928,12.0657,20.5352,8.4444,10.4218,3.3819,16.7252,62.4049,206.5145
C20orf94,6.7682,15.6402,33.2844,14.3488,20.2362,18.0210,38.5197,17.2813,21.9656,22.6834,23.5727,16.7328,20.8610,9.7372,18.8088,27.2039,12.2034,26.3684,15.1198,9.6339,16.0938,19.4920,9.4192,12.2186,32.7437,22.7657,12.9955,10.5874,7.2256,7.8083
C21orf99,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1013,0.0000,0.0000,0.0000,0.2728,0.0000,0.0000,0.1013,0.0000,0.0000,0.4559,0.4431,0.0000
C2orf24,1960.3600,1481.8400,1695.3300,1316.4900,1740.2950,1884.8600,1220.5097,1723.5200,1437.1750,3880.0450,3076.5100,3905.0950,1724.4800,1661.9200,1681.1000,1229.8000,1472.8600,1862.6280,1694.7350,1276.5000,2605.8300,2107.3443,1442.8600,2355.1800,1489.1474,1241.2850,2154.9200,1742.9931,1373.7900,5703.0150
C2orf40,2.0353,2.0015,14.4404,1.2029,5.7012,1.1284,2.2357,65.6675,1.8805,7.6797,40.2742,14.5753,31.3317,2.3408,13.4258,4.4025,17.1021,86.8383,33.7713,145.1520,163.0270,1.4164,10.2050,1.0132,19.1518,4.7060,2026.9200,14.7421,63.2610,3.9369
C2orf49,85.7210,123.5600,123.9020,123.5620,113.3865,145.0350,134.2336,134.0605,150.2485,77.2318,111.4810,78.1244,129.8080,96.1674,128.5560,171.6990,111.7360,172.6964,115.4460,82.1804,106.9710,160.2120,101.9930,88.7845,152.9647,118.7095,102.1690,132.4257,150.1990,91.1329
C2orf74,263.5610,91.6208,173.8180,135.8010,214.8675,12.5248,108.1511,256.4970,111.3215,148.8095,305.0190,369.0515,377.4610,299.0470,175.5760,120.6550,272.9850,293.9870,245.2920,580.8210,211.7880,11.0527,231.2670,188.7780,90.3824,258.2835,344.1410,29.3946,70.5342,295.2630
C4orf41,968.8160,628.9225,961.8550,654.5690,533.2360,702.1920,900.5375,728.6605,708.9730,1124.0750,817.9690,698.7880,807.3350,538.6780,776.0220,658.6030,652.9640,510.4101,746.2455,859.8650,931.4990,683.6575,715.4150,807.8930,793.9512,793.0700,774.0500,625.7446,635.7250,563.2495
C6orf138,15.6047,5.2799,8.6360,4.9322,9.5447,4.8698,4.3681,20.5391,8.2783,142.0110,61.4624,182.5430,11.2123,8.1626,11.5374,9.5513,32.8862,4.9189,10.2604,54.3867,16.6504,3.5914,14.8823,37.3665,4.1532,3.5515,345.0290,12.5363,6.9226,57.0091
C6orf165,21.6782,7.3344,27.4674,3.3501,11.1827,1.9654,3.3659,30.7013,4.1148,2.2864,40.7092,64.6124,11.7622,1.5438,14.1725,9.8668,10.4165,78.1191,6.8914,12.8310,23.2422,2.0877,6.1959,2.1701,3.0326,9.8373,15.8590,60.8854,28.9584,0.9318
C6orf41,4.0696,8.6047,5.1076,12.7362,8.6859,1.3748,4.8577,5.8996,6.9159,3.0591,26.5193,23.0686,5.9589,11.7994,8.1560,10.4801,7.9227,23.4530,4.7992,3.4796,12.6278,1.3744,3.5806,4.9525,2.0113,5.6491,9.8514,18.5414,17.4419,3.4572
C7orf16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,5.5191,0.0000,0.3726,0.6513,0.0000,12.8284,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,126.8050,0.0000,0.0000,0.0000,0.0000,0.2837,0.9955,0.0000,0.0000,0.5149,0.0000
C7orf30,787.2730,457.9340,296.6730,407.6510,488.4420,451.5125,347.1768,642.7250,373.1220,637.8400,391.5960,490.0430,324.8895,724.9040,446.6230,462.3710,593.6340,581.4416,373.6330,390.1770,330.2030,465.3200,420.4340,538.3440,396.6690,817.4205,394.5180,501.6078,581.2140,500.6105
C9orf135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1730,2.0400,0.0000,0.0000,0.0000,1.4783,0.3401,0.0000,8.3333,0.7522,0.0000,6.6090,1.8015,3.7327,0.0000,0.0000,0.0000,0.0000,0.1730,62.8934,0.0000,1.0181,0.3848,0.0000
C9orf93,23.2558,35.3993,57.8563,42.6799,12.3258,33.3858,38.4733,25.1795,32.0927,25.8957,34.3461,23.9789,42.5084,14.1151,30.9819,31.7965,21.3851,40.7655,29.5958,28.2486,30.9576,31.9640,44.2087,30.6122,36.2575,79.1578,50.2110,50.4458,38.0028,23.3612
CACNG1,0.0000,0.0000,11.0311,0.2704,0.2122,0.0000,0.2477,11.9826,1.6473,0.0000,0.0000,0.0000,16.2434,0.0000,0.3479,0.0000,4.3323,2.5260,0.5522,10.8766,5.0199,0.0000,0.4677,0.0000,0.1950,0.4065,0.0000,0.4838,2.4287,0.0000
CAMK2N2,103.7950,27.9646,18.4143,53.9530,59.2863,8.3926,17.5872,327.4570,35.4317,3.5348,11.1757,10.8576,454.3760,56.6625,10.7157,29.3079,34.6667,22.1067,43.0777,1006.4000,34.5831,8.1317,73.0616,21.3675,9.2992,28.4820,26.6845,19.2018,33.3650,7.4308
CAMKK2,1247.5600,1211.2600,1563.7100,1168.9700,1406.7850,1378.9646,1292.0213,915.6030,1320.6750,1288.7550,1430.7900,1555.6350,1027.4750,1339.6200,1206.7100,1365.9700,1305.1000,1255.2441,1213.3350,551.2090,6650.3600,1383.6898,1649.3200,1179.0400,1208.9101,881.9235,977.6550,1196.5318,1118.2200,1071.4600
CAPNS2,0.6361,216.3895,0.4990,146.8300,0.1629,0.4187,47.5062,0.4614,405.0450,0.6773,0.5366,0.4088,0.4138,0.0000,1.5899,197.9590,0.7585,0.2402,1.0660,1.1780,5.3096,0.3716,0.8842,9.2398,0.5873,1.2730,1.8090,0.7865,0.8091,0.0000
CBFA2T3,187.4140,42.9750,181.8020,88.0836,44.4366,57.4747,52.2351,31.0130,100.1405,29.8136,74.5342,30.2376,104.4520,44.6148,90.8973,103.3850,56.4130,22.6932,138.4195,129.2060,322.6000,52.6591,84.1253,34.7203,60.7213,241.0045,65.6685,30.4789,47.1576,18.1829
CBL,412.1690,581.9270,778.6220,596.5410,689.0525,674.4231,944.4379,1089.0300,909.6095,819.0250,1069.7100,695.1740,1628.6950,261.2900,775.8710,900.0690,745.6630,686.5015,779.2625,791.8750,448.4300,700.8872,764.9650,784.6410,833.4854,1064.7000,810.7660,603.2223,711.4960,661.6395
CCDC99,239.2500,268.4695,256.2350,476.9880,219.8885,311.7695,420.5296,282.6960,306.6375,93.6238,183.1680,132.7600,221.9395,158.5760,208.6470,270.9940,263.5910,397.2240,195.2665,128.9340,126.5430,310.9815,424.1470,246.0790,374.7133,581.0340,102.1860,373.5763,550.0470,97.1712
CCNE1,639.2910,413.6405,66.3005,356.1410,118.8795,220.7157,211.5529,105.9195,227.9610,50.7404,23.8095,38.2983,52.1512,60.9541,106.8860,234.1250,77.4396,691.3736,94.8212,72.0766,24.2331,216.8484,200.5120,200.2350,191.9046,463.8110,49.2801,382.3247,932.2820,65.7186
CCNO,82.5200,148.3150,94.0200,116.3740,72.3442,173.9665,65.6161,17.6170,62.6332,59.5733,4.0839,118.6715,6.4082,14.2289,117.0660,80.8172,119.9840,103.6335,98.5292,113.4020,84.3689,127.5695,69.5802,79.8333,103.0730,55.4151,209.9240,323.2255,120.2400,117.7325
CCPG1,1643.4900,700.3605,1944.8200,869.3550,2261.5850,1171.9695,1529.3935,1410.3200,770.9215,3183.6350,2689.0200,2078.5200,1459.6700,1915.9200,2368.9900,1259.2100,1691.0700,971.1144,2273.4700,3862.9000,2516.2300,1112.8594,1815.7500,990.4290,1978.5319,2295.3800,2623.3700,1184.2965,745.4050,600.9320
CCT6A,4386.3500,4474.0400,4340.4100,4528.3800,3867.9250,5752.3213,6397.1058,4686.0250,5723.1350,3319.9450,2949.6300,3681.0550,3045.6750,3724.5000,4014.3100,5905.3200,3839.5100,5112.8674,3303.3500,3704.1200,3185.7400,5972.9600,3569.2900,5646.3500,5473.6335,12061.5500,2656.5500,4555.3986,5537.3500,4748.9800
CDX1,0.8368,4.0556,4.9444,5.8252,4.4998,4115.7600,15.7972,1.8633,7.6722,0.7411,1.6688,0.5124,1.0341,1.5306,4.8294,9.2308,2.9533,1.3994,15.1542,1.0309,1.1244,4320.6350,7.0039,3.2883,231.8164,493.5365,1.2779,5.7044,5.2108,0.0000
CEP170L,1.0571,1.1311,2.7577,1.2103,2.5023,1.3402,1.6734,0.8247,1.0175,0.7062,2.5649,1.6111,6.9441,0.9259,2.9352,2.1405,4.0742,1.0155,2.5950,3.0829,1.2555,1.3920,1.8975,15.8627,1.0155,10.8658,2.9898,3.7689,2.4605,1.6263
CHML,339.3840,305.3925,659.1720,557.8770,566.9115,406.3030,659.5258,213.7750,391.8000,268.1825,573.5130,289.7285,318.3305,305.0850,699.0130,513.8690,260.2720,440.6398,324.5985,72.7965,226.1240,412.5389,262.3270,527.9530,475.3527,509.8430,278.6200,545.2450,565.5230,157.4250
CHP2,0.4805,49.9038,0.0000,28.3778,0.0000,227.7838,12.4454,0.4741,24.6206,0.0000,0.3251,0.0000,1.7266,0.0000,0.6848,34.6232,0.3694,4.5424,2.1677,0.0000,13.0402,331.1930,0.0000,0.9646,9.4253,7.0593,0.3303,0.7466,0.9368,0.9168
CLDN16,2.2411,3.5778,0.3316,5.9561,19.0186,3.3493,5.7814,0.0000,5.9864,1.2750,2.3663,11.3009,0.0000,6.8093,2.9085,16.1891,0.7894,394.6944,4.9407,0.0000,0.8712,3.5984,0.0000,0.0000,3.4648,0.4620,416.3320,2.0598,1.4161,0.0000
CLDN1,1438.2900,3742.9950,298.2890,7770.3600,14431.3500,1941.7300,3581.5670,56.8311,6821.6700,119.5420,995.3400,4113.0950,19.6823,7665.0300,1262.3100,8542.3500,1516.7700,2143.2916,2756.2800,17.6104,599.2160,2031.4986,53.3637,212.6700,1593.7825,154.6370,9222.1800,793.6753,700.7950,5.2096
CNRIP1,131.7950,76.1043,147.4480,47.6254,74.1943,62.7537,65.0314,1054.3850,69.7049,65.6927,320.6370,58.0970,1878.9500,68.5136,130.2790,94.8200,243.9420,87.1626,264.0930,947.5690,144.0900,66.3701,865.3300,225.1060,118.0820,153.2055,107.1270,62.6894,232.4480,347.5055
COL23A1,4.5306,13.6356,12.5418,18.7497,20.6420,9.0414,16.9977,33.4008,42.0961,6.4665,3619.5200,596.6385,41.1865,11.4842,15.7658,22.4355,18.2303,197.3082,28.2501,7.3485,38.1476,9.5222,33.5695,15.5340,17.4335,442.6265,571.4290,79.9644,412.3070,51.9176
COPB2,2820.1300,3393.9800,5064.1100,3695.8900,2868.5400,3047.2750,4531.4508,2763.4400,4206.1300,2871.0450,2822.0600,2572.2900,2137.4050,2894.6000,3759.6400,4859.1900,4010.4000,4461.6617,3138.4200,2544.5300,5146.8200,3130.7900,3075.9700,3043.7300,3996.7939,3266.5350,3294.2800,3394.6843,3801.5000,1692.6650
COX7A2,2833.1200,1956.5000,1569.4600,2049.5800,1419.7650,2422.1811,2113.1921,2168.8500,1573.8800,3212.8600,1196.3600,2208.5850,1524.5250,2774.0600,1531.4600,1795.0100,1757.9300,2473.3130,1590.1150,2961.8100,2082.3900,2240.8900,1689.7200,1777.9400,2612.3885,1854.0700,1415.8300,1997.1818,2327.2300,2192.0500
CSN1S1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CSNK1A1,6256.5700,4636.2300,6759.0800,6269.9900,4156.1650,4534.8150,6175.2061,5113.9250,8495.7300,4888.9900,4960.0000,3161.6250,4089.4200,3004.4600,4847.1100,5225.3300,4524.7000,4366.2330,4843.8350,5074.0900,6951.6200,4344.0150,4759.4900,3319.3300,4468.2034,3248.2950,4623.8700,5034.3808,3940.9400,3362.4200
CST1,0.0000,104.4970,150.7080,4.6423,64.3625,306.7055,242.9404,0.4650,70.0466,0.4236,0.5176,1.2112,0.0000,1.6625,161.5960,181.2240,1.2755,36.2079,1177.4300,1.0621,55.7264,296.2190,0.3460,10.3861,526.5403,33.6350,1.1849,36.1153,3.0277,1.4027
CSTF2,233.7480,519.5280,389.0630,585.1500,257.3715,639.1470,555.4381,344.6550,564.4210,294.2565,217.5270,212.3945,342.9870,220.2580,425.9930,548.4930,263.0150,408.5760,287.4205,193.3050,293.9120,623.0099,285.2680,384.8410,505.6950,891.0935,256.1460,411.2328,445.9760,276.1810
CYB561D1,359.4910,231.4595,296.1850,303.6480,264.9225,285.4130,328.1971,359.9285,340.9540,423.4110,403.5860,403.6930,347.0745,146.4510,267.0010,295.4810,220.3340,367.0961,305.6250,352.1660,273.4350,308.7862,316.7970,383.3850,290.2704,260.7220,521.2340,208.5741,244.1990,331.1685
CYB561D2,560.2290,481.4705,535.4640,306.4650,293.9165,551.4765,215.3102,443.7970,247.6965,617.1175,249.9710,536.2750,254.9920,711.2350,492.2550,268.5210,418.9900,358.6517,401.6395,355.2910,768.1380,577.4887,362.8220,564.2460,393.3455,405.5275,578.5260,519.8201,316.3380,470.8525
CYP27A1,1636.3600,205.5700,953.4570,196.4050,1048.0300,703.6860,193.3245,1061.6600,173.8705,370.5020,1509.6100,2091.8000,590.4915,14403.0000,1149.8400,592.9520,1075.4400,383.9971,1071.5100,1002.4300,598.9670,822.7205,866.2630,4835.2200,488.5258,820.7080,399.3470,492.9512,754.5560,7666.6200
